,BIOMETRIC,IMEI,IMSI
995,a69d8f71-be8a-4498-90ae-67104cb399b8,336697614670892,884366849719920
996,3d1ee72e-1b06-4d62-918e-a5bdd08067ac,551236782688040,773717224373654
997,c4443fea-13c3-4bbb-8749-7c43862b6083,153839026790473,116370655329769
998,87325167-2b0f-4f6a-add1-5876601eb318,418464183078941,133001800207931
999,73e02c79-6ef5-47fc-8f40-c3a4d5ef867b,917554707719628,598249083270376
1000,1545b5f8-88d3-4385-a154-131f1b121dcd,930373177264236,386245529847707
1001,fd75ed8d-9ead-41a7-a0a6-89bd4c7ca39f,613412314633258,326193950104200
1002,d630bc50-2737-491d-8ea6-389b3b1d4c63,889627500742854,420636978863081
1003,e23b3355-aeef-48f2-a484-53a4f920163f,354737928970007,740967020205364
1004,8e6718d6-ba5d-425f-8fb4-1dd67bf83bdc,440448769241595,969976242533769
1005,91036ce4-6043-41da-b325-cd9266827972,137671416480957,611711218894240
1006,05cadc97-1bd0-4fe7-8eff-8144364b1d8b,520412692713415,859419255535124
1007,4f143b1b-52a3-4adc-83d7-f25e177f0889,071158621394610,674998864736494
1008,f4d2ad56-73fb-46da-bbce-6349a15cd717,765894799712004,443904935024922
1009,5b94f00b-c28b-462c-a958-8b0f676336f7,068267910397411,194700089846355
1010,72538efd-5a71-4200-8c18-0cb474fc9d59,528158395402861,057373215016800
1011,2d967a5f-c38c-4f75-87e2-e41b4d8d1e1c,180836462572728,923518624708572
1012,55d46789-2b48-4924-b667-d547671dec7e,018439130009793,739372070508663
1013,2fc91828-cc3d-483e-bc95-9d2681803f02,896336952942228,021675394243260
1014,3f9ae03b-7afa-4bd1-b0d2-e1ba8d7d63b1,730788748628122,304538521559409
1015,1dcd135e-31ba-43c2-b9d6-5db93571bc1c,013398221033075,593193244852134
1016,59750d5b-a10c-4d43-8a7a-38b3d3703e30,440078874012252,523916568449899
1017,948499da-448a-4d31-8cb6-a932e6b1c297,472714771628069,848422434749408
1018,96f97f70-c1f4-4d78-a85a-56b0767acf45,957206893871459,991774280185470
1019,d0fdddd0-79f5-4050-8cd3-2d1f0e17fece,151952843778079,399794382298685
1020,965be131-485a-4ef9-bfa6-f472bfc289b3,953321364415613,558666907131954
1021,e2050823-1b75-4322-a53a-9abdc40e0b1e,263551995256977,404917456439920
1022,bf9f2e44-3a34-4bf0-9b1c-45d3a10e5e09,642100793576636,760288011578650
1023,c18b1d22-edc7-4137-84f8-bb83bf3bda9d,903337832601781,278218017767512
1024,0418d5e3-18f5-4ef8-886e-bc4ef3eb7230,757093966020594,033869594647615
1025,6dd1fe33-7fb2-4b27-bed7-8d0d917ab15c,022955056504894,755812552069743
1026,0dac2682-232b-43d9-9298-11adebda1b70,557003248965435,309563551754547
1027,8846b6b8-a85a-4aff-ac5a-e3c49fa398f9,579505966518427,584350629090230
1028,28f7e3d7-7104-4a72-ae3b-1e9214f512e8,859040434016493,643296383546531
1029,094a005b-17f2-4507-94d6-5916fbbcedd7,426974260065780,981351634713260
1030,4e792a18-e966-4d49-bc06-d616becf579a,301607236377245,129023096169448
1031,9df21ea0-8668-4ede-9551-c82f2dffdc04,379571903045942,566776538145158
1032,9d9e6ca3-d390-46f4-82f4-c5a32cdc46c7,624788873646959,769474652300237
1033,8df1bf19-3950-409c-bebe-6382941f7790,121398101441921,431000930485285
1034,4f793394-df23-46a9-b7b4-8c48e0f36e25,278381563004479,837910902482505
1035,687b315b-eb35-49c0-8120-09f0834756f6,121705670210252,589908602582993
1036,314c9113-e63a-42de-89ec-c547203d0204,848431670780036,516202170349309
1037,c5730f28-3528-4487-b9cc-29f63bcc0798,484551489006971,976611109986486
1038,b0fb4cb4-1865-4145-9210-2869fd5bbf76,739483970677139,010445177850718
1039,74081f7e-c0dc-474e-b7e5-0fd205b80212,652712706786667,332081364525343
1040,8ca0cfb8-28a5-47a3-8a7e-fb22764833a2,776981088101276,326843450832399
1041,e20b0003-0f29-47cc-b282-40314c9d8858,779738133934151,765250735184734
1042,b6d40962-7554-46b3-ac18-598f5159aa23,215742221560735,290449035805250
1043,23eac631-2142-4bc3-a743-710f71475d5e,477413467280076,798627277812116
1044,e37327fa-cac3-4b4a-affb-ac3db718a67a,088900161721306,622341018623973
1045,fb6e10db-53b5-4581-9327-9e93d7a643c9,969641122461198,502697289262706
1046,7dab1350-0378-40e8-908c-9afb9b647715,235904261981435,911155623268092
1047,9e02c181-19e7-4e85-bd04-ee3b7691895d,178586610168968,500547359113566
1048,1b5a2f79-e6ac-4ba0-8e9c-f337ede41705,874989118640094,838628250970751
1049,0a618744-1a4f-4412-bbaf-0cb87d1c0719,463362369725077,576234106100699
1050,ec8c2b14-9824-4c0b-a630-1e32eb69f7ec,556274249598260,476911287731460
1051,61aef41b-79d0-4211-b97b-5d654719904c,760363502714570,173587405296692
1052,ecdc7b56-fb55-4dd0-9d5e-bef00833f1d7,874584648957044,646687233564967
1053,60e605f6-048e-4ca9-b5af-23306420855b,946948503834444,424935665517875
1054,c499112a-ca57-4917-85ed-0c46722180fd,906286488693457,354547813394976
1055,e6404a8a-97b8-42f1-aed2-2a72961d879c,022073542992834,540112331649746
1056,853cd619-3964-4f7c-aae6-3cf76bd3b983,552771048142949,223094178488504
1057,ec95534e-43a4-4f40-bfea-4f1abbfeb09a,665995375442715,991202507174790
1058,bd60f699-3cb7-4775-bd1f-52d477372e3a,642319724713980,801202267297765
1059,0f5772b2-8f5b-475f-a87e-77fad59f14e2,672166013919964,886449921102152
1060,42810c63-dae4-44a6-9a2a-c8e273050a02,632980369870470,475918569675292
1061,01bb7b08-48f6-4f95-9aa5-d52b54514cc6,509893374384279,313073321086208
1062,47679c1c-65e1-4444-ba3a-d096df42014d,216866501958191,992928459974020
1063,ff885c98-fa65-45d4-ad35-88b04b6c043d,144776804525950,456456762348978
1064,b89260e9-50ef-4860-b588-8ebef7721da1,774332417682406,177063999596622
1065,d38c0386-8cda-46e5-aa0d-06f410b8f0a5,699884909990502,369105730004435
1066,34a91848-cc1c-4653-924a-f898c249c627,318647892765404,761214343005625
1067,b4fd9a75-2004-4242-bace-2fde1092d3ab,862472631219678,008244917710578
1068,d01d63d3-d174-46d9-850a-a6229fa75724,607703361903351,118047936209974
1069,c16f02c0-4dfb-49b4-b857-45c3a8285bb0,288229999904984,196670026712959
1070,8a8876d1-b568-476d-a335-c85cd0f6c9c0,349308435104936,785453246472532
1071,580b3029-5005-4b37-aa87-b1338c0cfda7,888070265946821,196101176908094
1072,1c916ea1-8dd6-45b6-96cf-8e5b95b9214f,628304697067853,373388670019885
1073,1c15bf28-3afc-4983-a51c-a5fc5ac25384,262701419458945,390176077779571
1074,39567d48-fa93-4e5a-9c39-db8c134697fc,680661731646662,200965333558175
1075,fa3fe4c2-cb2b-470d-b915-e0d451de29b5,306614117977576,120546370318361
1076,b269609c-cfe0-4e94-a7b1-56c047526d6f,578353745952279,655550915992246
1077,8f5d6878-3f19-4abf-8ed6-0831232a6432,176995776062181,014856238377475
1078,78c386ce-8caa-4b8f-b018-fc84753de90a,753869075148792,989499482854853
1079,5e0bd5be-ce8a-4e2e-ab77-09ac13ad5ba0,994152232237939,544720002277383
1080,418df63e-cc0a-4b59-95e9-a343f904384d,819947131949014,869390074587823
1081,d4b21373-7653-4598-a494-a6c064a1c919,091467156490112,202270353632507
1082,1674fb6c-ae3b-4957-9f61-fa9e7b1c50f4,830067380383930,528457635817560
1083,10db3cad-799e-45c5-a835-50c9637ec986,051258555723809,402357944392627
1084,22ded10e-7f9e-435d-a2e7-bac9b80c0385,695077836926792,467317324158834
1085,e56d47a5-733d-412c-8163-3d4fb527e496,907749907977486,375018215709166
1086,6097afd5-c93d-4ec9-8b76-f82901d6c462,950666291689097,804086101375051
1087,4a126743-2abd-4005-b832-c6376edfc0b4,619465533165980,416829092469459
1088,a61fc7c5-d869-451d-bed6-4d38b21cd88f,832122696223163,430690861266049
1089,7d15ae23-6191-453d-bf1a-50408b31fc70,720931130208227,758488040877815
1090,db5c5eb6-2d15-4f70-90dc-2a0d0cc23088,571287312125406,337436149085435
1091,f96ef0ba-a622-4c24-98a9-db198ce9df12,775684026697421,205680797921547
1092,20253854-f82b-4d6b-a45e-09fb42d7798e,291502981718810,862094503636090
1093,cbde7280-a36e-4515-95e2-e400f7d73459,036112072561256,422158765212046
1094,aae708f6-9de6-4133-8595-bae3724542c2,484062120568644,899801856009127
1095,86198b6b-302d-4d22-b88d-7689f86dcdbe,839384578194662,806790247503406
1096,d1f03d89-1081-4230-ad56-15e8e8c476fa,065914701297908,770979536677018
1097,31af2b0d-f30f-437b-9653-853d701ebc4a,580370730361980,411167332722156
1098,3b6f150c-6c5b-4dd7-9bda-f6c5cbceab11,222593544639884,847465647579114
1099,926c2b09-7b05-4d65-a6d9-b9ac50ede58d,799387211063847,823084503783879
1100,8b40d1c0-5918-4155-9dee-556fe28cc969,738205771056543,965732170068294
1101,808b5b85-60a7-4069-b6c2-843aba421114,725016907748111,480086934729766
1102,70e67b5f-32c8-4dfa-9d90-d03782bddad1,847188054487037,569998092495323
1103,983f202f-0ff2-4096-9108-461f448d3439,552463813100391,113767914009498
1104,72ac2ae2-5330-47c7-836b-2fd225f8b074,032952072451850,154088126901170
1105,6e510796-9520-4b7f-bf39-1d540a0eca01,749597912584201,378835121502638
1106,a3436930-7d62-497e-9b02-db20f819dd13,795371805225933,563211451670194
1107,98024eb6-d565-48e3-9689-42a3620db3e9,982739311719042,181822698393674
1108,dbf9556f-680e-431a-b480-5c54b9d12392,874634221312638,601980426863995
1109,397a7cba-1a35-4dbf-8a33-52df4acb9eba,683175643216507,034348450249883
1110,1675005c-c407-4a19-997a-44ff19d2ddde,665674088961948,926150512895990
1111,d038183b-a4c3-411b-acbc-b18b329b2df4,779074438371784,493896434960617
1112,fe9b42e1-23e6-43b6-b67f-c87edc9dafa0,061742665896565,775017237596914
1113,bd80fca6-e664-4eda-9e4f-cdf0ca523811,496439470185922,588720073065031
1114,462be69f-8ffe-41d5-a1b8-250891b198d5,182617273509565,561416397081368
1115,bdf68f9e-7948-451b-bf76-28dd12d0326f,857429348628008,033825480495211
1116,8ae76c3e-fab4-4c82-b802-c3054159a3e6,648844069041866,857347432327664
1117,17fd2ed0-0265-43ac-9b9d-b410721350b5,288756654022454,560468533038872
1118,387e5446-2ce4-4d5a-bdb7-974606f8452c,078893754908764,536124441667555
1119,3346cdbd-5fa5-4ef3-b2cc-9c637231a755,198666993240934,840924490072541
1120,931efdc6-e3e8-4787-b76d-dee25c5a9c06,696763664928680,805107161373823
1121,70b99cba-da9d-4056-b0eb-7ee3af16da15,964976307177914,047027305140728
1122,d73e8472-3108-4772-a0e7-5c7a1be29e8a,331578533337833,850003234530661
1123,58f4fb36-5c27-49ae-b36b-2b411773f393,625229979618627,566212443395401
1124,8829d0f4-7475-4dca-93a0-0a5145046d61,705221298659662,033960072783467
1125,8d867f6d-e21b-4cda-9c94-3d6d140c21b7,698132329304397,339333151750748
1126,7df0166d-c1d4-4fa0-9e30-af3c99d9cb95,172799167215212,019132145628501
1127,e806bc34-cf39-43ca-9c1f-cef6ae775738,194982572199314,356412904378592
1128,9505f9b9-0992-42dc-a903-597108bf0a1e,409059874786919,637423765103701
1129,b7c52239-d61d-40cc-a4b1-ff2bffbddaa5,148590421320828,972644471068047
1130,81f587f4-1642-4542-80f6-26842b6920e0,232183436808406,692404411910099
1131,2459af15-b0ca-4352-b5f6-efd7151f82cf,230897143764684,756038073497718
1132,c505f503-0e4f-4570-8a34-b2ddf39249c1,409934403467695,660168366926051
1133,be4a7189-eb8d-4ad3-82a6-ef715478dded,613048491954692,428984664206287
1134,eb2b8d8e-13b5-4f30-b399-08a412ca58d9,921030203996112,154482805433284
1135,cd4852ab-36b9-4b37-929c-7e962bb65ea1,765000101303309,379804086749384
1136,5e83d6f9-5c89-46fd-b82e-0bfbc80208cb,786139937622378,827165251244431
1137,b59e9bbd-0e07-46a6-8942-60f38b5a116a,021613651880569,880508505675540
1138,025e62e3-5288-41e6-a884-0a1e96168bee,424504901498805,901453343515268
1139,f1141027-35b6-4f97-bbca-37563bd5e1d0,334603417602114,988109977570004
1140,64bdc30e-4430-4734-9a0a-5659af30ce1a,976401773778318,421531887965211
1141,91b75240-e26f-4de8-8eb0-2501ba056b4c,546732860294118,091419727930848
1142,186abc13-0645-4859-ad81-369bb36aa2c2,642511001745639,730995471162786
1143,741a34d4-9799-484d-b5c2-ee6bf63c0a21,719352028408210,314279066563625
1144,76602f1a-72f8-404d-bb4c-97c1ba2cefc3,804393563393146,694379951194833
1145,4fb1fba2-44dd-4ead-886b-73524d1168bf,271461995811371,137557311239895
1146,1dcfe04e-3772-4a2d-8f70-570d0fc3bff1,743557863530319,529429474472655
1147,7c2f091e-0f8f-4fc6-9545-be1cbc5216be,500709906369434,632692337921388
1148,d4581647-1b6a-4125-8842-86ffa31fcb83,625078422197012,129315265397330
1149,dbf0ced5-7e2a-4f6a-8490-725f8b5f3453,673639232527758,122735562956836
1150,078bbffb-97ed-4974-87ae-671da38f48ac,757387338460137,561230898018146
1151,89934c4e-d26b-4577-90da-2628c19933f4,163483973032933,758471984721886
1152,62ce41f5-4934-44d4-a5eb-a00b9c00a78c,667236489884697,415687912264728
1153,6de68b7b-7eb4-4de5-8115-9c79ffc4f3c4,402636261047739,409401249813670
1154,a606fcaa-7fce-4800-9420-0824f27c987e,337022042983531,008157706140592
1155,3ff6938f-3620-4b16-a194-5d8d6ad072f4,838209766330962,000813088571534
1156,cdaabae0-6e59-4159-bd47-b524a739ecf1,775835776800465,473986002516593
1157,1c7a6581-ecfe-4547-847f-140a80bf92b8,236540214719144,861396657486603
1158,3f7adc5b-d58c-4f2a-8027-616803c83528,138946757612526,352943334425204
1159,bfa685ab-c78a-42e0-9b27-1665fb7e30c7,121980042114066,003454189502795
1160,aac2421a-9648-4a9c-a559-c111378c7463,025897690812032,700438876263169
1161,06b76563-3986-457a-a36c-52fcb4026b2c,948741742207169,516308815075133
1162,cf6903e4-9327-4f79-9321-67ffc01d2a69,163015453466780,749488683876572
1163,d691b16e-97b6-45e2-bf3b-569bb8a6d715,211411549591415,496765145455666
1164,0e242571-8414-4c4b-a303-b168201fd812,666418785208969,948965517558305
1165,53431422-ceed-4f94-a82d-949cf718605e,728353674124703,352026681664303
1166,104324c5-59eb-45ea-ba38-caf27b4905d8,392211376960021,584708079771673
1167,6d098c8c-be62-4e44-8dae-da3856ccb86a,269290010519165,194806807045123
1168,cf88291d-2cff-4374-8302-6490bad7a0b7,329680800614764,917798611244688
1169,54858653-420b-40a8-a1ee-d2ec3fdade9f,701305249546885,370130356487728
1170,07b6e0bd-7c45-4b30-a6c8-6586c07a1873,567187782873427,391706525902549
1171,8fc4fc15-1ad4-42f6-bda0-9b948bf2677c,016299620044252,867122101426322
1172,886700f4-630f-4423-8ec6-4a785e4fd18c,521133061689994,597946829093647
1173,e865decc-a97c-432c-9f2f-df2db9a6b3a3,339318474471038,198424712527280
1174,f219f671-fe7d-4d1e-a813-abba26c479dc,568604294287063,030752325512010
1175,b920f670-e153-4f3a-b1b2-4110319bc6d1,680598101243722,461001950728026
1176,75c2ae2e-922d-4b3d-b163-02f5be5e4303,872109044505567,159332704887916
1177,af49f1a7-c5fb-4de7-aa98-57ad733cf2cf,608768465332530,018552273133459
1178,0804c153-5e9e-4f22-912d-880de67807cd,275768323504982,922383568892820
1179,0efbb75d-6ae6-48ed-9f28-e8598c942f78,656151094236943,823715733113515
1180,c3ce939b-50e1-4a01-884e-b99617748d65,948335656696317,854762000612722
1181,cf106633-daa0-4735-9a44-24e3845ff2f2,354474873212997,555643259841801
1182,3fb659c6-3b70-4864-9258-1183ca1fb7c3,576032822240214,340701382354777
1183,37b77aab-83c4-4ebd-bade-9c1f05443441,705000625216050,053275081452188
1184,855d0cfa-f520-4241-8258-6202a8870c5e,974854048256962,613996568345623
1185,11c7a026-0638-4c32-b910-6708d53db5e6,955391833454267,843202065620005
1186,5172a91b-0715-4607-bb85-f96b605dff5b,982819222287694,090026771007389
1187,43c018c9-152c-4e65-aa5d-7ce758af6fa6,888230228950894,889866650367704
1188,fa68e734-4035-42ec-833e-5aa78e660b75,552642456285157,237765822611389
1189,25854ede-6059-4e6f-aa62-565622e8afbc,188158399427005,090354555000041
1190,5ea0d910-b429-46fd-8223-c501227dfed5,363481551481528,975333963280423
1191,78faefb7-1612-436b-bea1-a9faad377fd3,886588329557502,757922019854370
1192,d621a67f-2dcc-442a-88ad-d8530ac0b356,685562074636139,270539449370847
1193,9fc00915-abb5-498e-8681-50903176ae66,021383203850703,673185750725922
1194,7bcfec26-360b-4b9d-8887-8ce1e0feb0e3,377790288301146,524976239066514
1195,1bf7f2c0-b75f-439d-84da-9b8e292693a3,395152001588933,302138328788295
1196,24095cab-3c4a-4138-8ca6-679665623962,589637546815677,862108646990315
1197,7d096dbc-b285-4fc9-91f5-31c65c6aa880,681741858224641,986565854667804
1198,eb08759d-b32f-4804-9611-e1cd73841b48,484536297337935,380071373457289
1199,9faf389b-d34d-497f-8ebf-5a272edfafe3,951482210474210,765980045552156
1200,0c67f141-7468-42db-b481-adbffe60baeb,444997183207026,152803094759064
1201,7e8a3dbf-9555-40d7-a33b-a58be7aeb41d,635494202390229,073264656117803
1202,2b8f60de-cd3d-44d5-b9ab-d9221b3b3cea,578707892115640,710600815718029
1203,dfaf057f-70f9-4d0a-8481-fae6c78e610f,911660542386022,371119278467951
1204,ac4904b0-d961-4d5a-8c1e-fbae6f9829aa,931873565121126,259643634701133
1205,599cabf8-7e75-4b22-ab5a-3960aed6dffa,783091025246587,494483106259130
1206,8dc43632-9674-4d26-98d5-d61d706ac477,683221918337125,699519643170809
1207,2054a6aa-df75-46b5-9691-d310d0d78f9e,391199845672109,603176607331729
1208,636ee2be-f2fd-4ae5-8ec0-e29f70be2b22,885519259012980,103676434817345
1209,09e33d37-bd56-4934-bca9-dff6fee21524,065131635998197,495446744474921
1210,8f99a783-80ab-412e-97ca-7fb2c26b9231,117213586786745,827903020883955
1211,afccefc8-c2ed-4dd4-b1e8-d08fc5b85521,418527009547558,515608192879290
1212,5eea71be-0e15-41dc-879b-a6aa54b9bf28,458368274288628,988145666303334
1213,48c1649c-acaa-4e55-9226-849b541aaf03,067790427871137,584306581965220
1214,56a6f1f1-39d8-4049-8d9c-007a4a9108f1,203860129392090,641677891637661
1215,9d94b2dc-dd18-45b0-b326-41cd2aab2c79,037478307065305,035103690645636
1216,da554235-7b13-4f6e-acb5-5ce0121fb656,352793182250808,999813480584902
1217,2c99864d-6353-4104-a716-8d56f1d4883a,191894647109281,890128470667071
1218,6ed23329-098f-410f-b559-25d31a58f2f4,505814881084746,927471343872244
1219,528ac0e0-43f9-4dfd-bda9-757571b6c3e4,554918296055314,278668196970219
1220,a11b82d6-bcfc-489a-9aa0-49038875b2ef,124747052094511,788882162902416
1221,f4b643e6-7e6c-4ed8-960a-73ac9a523cc7,679530222309906,520308350387073
1222,90d11539-a35f-4a14-9bfe-a57a61fad86c,002587121337479,847777390581967
1223,dba63216-44c2-4f89-9f8b-d99375ce98f9,674923209151527,947214367636131
1224,7930115a-d0b5-4840-91e1-4de60983c883,891110767469704,164937907710022
1225,e03ecad8-df4c-45e8-b44f-1df47d515626,177484543534397,564501467283869
1226,807f4e20-b71a-4d04-a34f-1d6b956813c5,041726806417298,992988831653515
1227,fba90473-d8fc-49f3-9e87-3cd2cb55d7a8,760075101876472,000277930813401
1228,a92c5687-9620-4aa7-a160-f2f3a9c2d631,528067408126563,635674325265686
1229,04b4bc31-4b56-456e-a8f3-d50bf999d87b,315104963556801,565258966534951
1230,d046ff54-dc43-4f0b-bf7f-ce1a3a7930b9,471993885167629,551605877868593
1231,c8c4ca1b-56a5-4338-b139-edece6188679,263262508414125,491014995766119
1232,6d6d7db3-2347-476a-b6a0-ad70a8ee7498,063029989527714,203175833807824
1233,a61cd9ac-0317-4f8c-861a-ad85e024b72f,417938545872312,543965220740745
1234,d6ecd48d-6368-4619-acb2-2fee4043f093,012925065684246,732219496346542
1235,b017225e-b4bc-4263-9758-4a95bd0a7efc,618232779538948,376699667178648
1236,899fbbce-8087-47e5-8c1d-f1bea0e830f5,255852272602780,085656090917556
1237,af97f3d9-d0d5-44fb-a353-13eb3890565a,286990517008287,973428647542512
1238,950cbceb-d63c-4340-8e01-ff313e87a2f0,456646956103916,174743908919256
1239,23394a9d-b93d-40e9-b14d-4fba4869bb6d,861043469602864,199795599645719
1240,67545bcc-1746-420b-a9dd-f6e64a9eb07e,191152978630906,288353852482808
1241,1633c2ee-181b-4c1d-8443-dd6181a95cfc,394405288954253,064262364338249
1242,89479d15-ac8f-4dc5-aec5-69cefebbebd1,591325037810180,901170624424249
1243,5d9114ed-5682-43c4-9101-c657917a8309,458971037385070,202740179898004
1244,49f1f8ce-7ca2-45f9-9d71-b431b910857b,935663070679126,597965455800740
1245,cf3de115-2583-41fd-94cb-6d3f175819fd,337969384162842,276989828545716
1246,ea333ad2-36be-4329-9341-90bab54a7a01,156370157737884,679989536832244
1247,1f055e4b-3a8d-4f2b-a21e-bdeff3196b16,400077193101980,359468517968964
1248,2c078278-5662-4c36-a018-9250823f97ab,757988677893492,140069850053006
1249,be85c33a-7c0b-410e-b70f-c8b4b37f3752,097785619560779,571834477830285
1250,994ecb54-5e62-499a-9f21-f247b210c1f7,005599013172634,618917352893196
1251,803e8f40-9657-4e3f-ae82-1822dfa30dfd,980446693695093,279113455962809
1252,e54bad47-9a20-4b0f-ab23-9b8a3fdebf51,019680982122516,131141788116656
1253,e9c864d0-9917-49df-a643-cc667e985644,954285527520762,910228849324566
1254,e2b7aa5f-ca59-4843-aa87-f7a0bafc67dd,182234480912341,040474134325377
1255,454e682b-3cdf-4668-852b-d01e8a8ef72e,965634863337532,281355118397207
1256,72653261-c8ac-459a-b332-3b60db428e1b,651201157429282,661700757799522
1257,0910ba44-9946-4553-a03e-9ea7dbad7f78,527356474933449,365956812375980
1258,9131c865-1bbf-4b88-9596-f50a45006e25,496720300126230,579571955310364
1259,e91076ad-2618-48ab-9ba3-4d0ef4bd1340,218750422677522,868256623963179
1260,285d7c9a-1c7e-4ba6-90be-e91755b6112f,887636168617921,339682798175466
1261,d06881d6-cc2b-4229-9a86-17785c619f35,565231834914164,154551340751595
1262,5a9196b5-369d-48c8-aa92-49c14b590790,593260075043742,701645746479354
1263,19d397e5-cc2a-4f92-a12f-17e45f06e160,517437217129530,183935475635904
1264,8779d0d7-4f0b-4dbc-9edc-1613bacc9dbd,587864701687091,772185223072354
1265,bc56d595-697a-4049-b32e-6ec1618a90ed,841173100628889,035277093084287
1266,ffe2597a-9166-4cff-846c-6bbf78332a89,478967428105929,591376386956060
1267,c12a4ccf-ec92-441b-ba8f-463b538f3af1,939022767834361,231069824253321
1268,f0339208-e14a-430a-9a5a-f2d743d8bbfa,896864847700153,445295529681540
1269,7853a344-14fc-4e11-8c7f-d22732c19344,991857574000607,152983347294322
1270,b80aeeb3-efee-46d4-872a-9069512e2e23,979872781575092,203833434651469
1271,261b9a8d-350a-44e2-8df9-cdecd538809a,936943192641606,529542728222318
1272,ba98162f-8814-413f-88b4-9d45748c6fe5,832049263684369,039487493553522
1273,e2cc8a35-166f-4825-8334-1dbd96368efb,955439974063909,783763437033565
1274,2dd9a3f1-01bf-4121-be69-7dbbb4374d4b,757371819282087,857991884092328
1275,aa35f48c-235f-4cb5-b184-f249852b7da7,359990165057148,396115321302032
1276,00e5496a-6faf-4369-b28d-fe17a833ddcf,311580012839300,093973124455082
1277,884568fb-f3cd-4660-9a8e-ee3e41fe3fb1,571524510512741,064041525816658
1278,2da2019d-63a4-43bc-a761-144a0db9ffa1,647728381671242,994412115610028
1279,31c96aa1-eb56-48d4-bd20-96519138b58f,656115985354398,471037303591787
1280,e6271979-e468-4c53-8d02-351bf4e23d1c,975740277657969,726940168027208
1281,80efc778-12f7-41e4-be05-5cc2e236b97e,346591619151250,927212011556184
1282,9ae0a735-174f-4285-8791-1975e241502f,940067744077607,075693616197387
1283,099c4f42-cf5e-46fb-8cb7-8aed31416419,075026132832774,729606163231617
1284,a464777d-3a25-466c-b736-1b14a0152be7,167591006502104,117941110461123
1285,366b721a-256b-473b-afe1-cbfb17c6c0d0,434188061951619,715435113838094
1286,bcf16796-56d9-4e67-9e9b-d4f4fcbb324c,565644982103952,674749539731959
1287,1dcf3e17-5c1a-4f82-b7a4-c2421144a441,039726175425245,559144654760552
1288,d98c1079-7336-4646-bec5-37d8570f8049,458986719051579,868552896441810
1289,d9147adf-4e19-4bea-95ad-86c8d47d862b,100522857982273,251587462430926
1290,4b01c965-f320-4641-815d-32f91d9e29c5,388716004305237,726024793051530
1291,f17eb50d-39e3-46bb-b900-578fd7f21866,660162151730921,880057554415604
1292,0cf06f2d-1a65-4967-a3bd-a28cc66cd569,775132976378901,883443565972224
1293,b0691b91-3b13-4dc9-80f2-e1e2e4d30755,873546441839683,113495896572148
1294,77d9fb3c-97b2-44a3-97b8-5682c1d3f3dd,659625485258906,402047779878620
1295,07237a9d-9153-4604-babc-90d4cac05e9a,003729108685362,468797666523902
1296,bba57f96-034d-47d0-9609-843895bc622b,073238538413973,766943326259198
1297,08ba3db4-0999-4760-9fad-9648d7a4db6e,244181923324071,799513650111286
1298,81435331-3823-4167-8ebc-0019747ade1b,673951647724913,672886566410532
1299,765c8a64-42b4-4f80-a196-95dff1c85340,044182337421525,979530111951449
1300,47718e97-e8d1-407c-b680-e97d5cc1f52e,088217758751461,354614380222174
1301,75942a47-c4cd-4b6f-8725-051cec438d90,916000005008322,046464665401144
1302,bd06d90e-6f77-47d9-b239-b6e279d0bd18,983007576556096,778045065032092
1303,112ff339-e926-4114-b7ea-242ef64fe856,538640766571823,023063449589197
1304,c6212cee-0535-4d2f-a44a-0bec17692e4c,036849022890977,456694298591758
1305,8aee6d98-374a-45b6-9940-7ac7ef833182,618461313543046,397167100337774
1306,1c3fda7c-77fe-4a28-b49e-24ac09aa3caf,347090969290069,285561343849274
1307,fa2db091-39c2-49ab-a269-8267f41e094e,724286284009507,487542808237507
1308,7e843114-198a-440e-b8d1-9292fd567166,602821834587014,043281076790129
1309,b831f897-fac7-476c-af7a-af7df019b313,041482804569574,794908747042691
1310,0e8e6ee1-f4b4-4493-b583-308a74c77218,446736709744240,757884177599844
1311,90e0aba3-63aa-48a1-ae9b-1af502f27200,904782470353056,526360002044970
1312,c0d05474-9149-496f-8190-6d9cb7a8c98d,776677511493110,809236978049410
1313,b93509b3-db32-49f2-ad55-c7d80e98ebc0,619987952770384,459295713414366
1314,e9394627-1ca3-42e3-a882-fc46033a83df,573751616992425,552095444838114
1315,43596279-709f-40e6-82a2-ecceb22388f8,507510714110714,382800067820454
1316,d826185d-5804-4374-917f-9b7530fb4772,564408963769033,353785174676623
1317,09b3cbbf-d578-457d-a943-cfa4bdd403d7,706972611984624,021927263710597
1318,922ad51b-100e-4119-b906-66ba3fcc2f38,570331700366880,669333845007926
1319,e633d72e-d61e-423a-9f10-a625a480abaf,058081931690690,741152017275362
1320,e76ec019-f062-47bc-85c4-ef87ae34a8f6,949085606429943,973057243946277
1321,ec6c7e91-a22c-457b-9d89-9b82cc123562,486813994994249,758167386161981
1322,36533bbd-0c45-49f2-a51b-76997d073275,995881855499287,431212346867784
1323,9e06ce12-0aa8-4b06-bbf2-7bb45a5d5c5a,340113184161049,970136003438600
1324,7395a71d-041e-4874-93a8-ea79659257d4,482038018182516,799457642307599
1325,fcf858f5-b515-4678-85af-e2a6d87a9ad4,162397883604300,211200796049703
1326,e07f40b7-0c3c-4af7-b1ce-2d0dfe04cda3,498094523790010,777592402320709
1327,bafa5da5-fd7c-4c55-a9c4-1dbf9e701c08,501216108161222,820154997982236
